ROW_ID,conversion
0,0.048076242
1,7.917035e-05
2,0.22186713
3,0.00010262267
4,0.16898006
5,0.03302441
6,7.744389e-05
7,0.05554944
8,0.10136699
9,6.9788795e-05
10,0.000101133504
11,0.28982309
12,0.23180963
13,0.042589493
14,0.10633228
15,0.00013252218
16,0.30429012
17,4.4731765e-05
18,0.00018979017
19,0.0001007434
20,0.055311076
21,0.23871265
22,0.16511185
23,9.3884555e-05
24,4.858181e-05
25,5.3511274e-05
26,0.04627883
27,4.3798562e-05
28,0.13363461
29,0.396635
30,7.744389e-05
31,0.13822936
32,0.000104802995
33,0.052896053
34,0.048163574
35,0.4347242
36,0.07154692
37,0.06513181
38,0.000113607406
39,0.2806421
40,0.11038482
41,5.1211333e-05
42,4.2019754e-05
43,0.012143709
44,0.096386865
45,0.111233644
46,0.06054859
47,0.016352672
48,0.024204249
49,0.00016729695
50,0.17464976
51,0.06510698
52,0.00019007719
53,6.8885274e-05
54,0.23567817
55,0.00010858004
56,0.16336593
57,0.00011455742
58,0.31940767
59,0.00015881556
60,0.062037665
61,5.5670727e-05
62,0.066159315
63,0.23358023
64,9.995576e-05
65,6.34861e-05
66,6.452073e-05
67,0.04469475
68,0.49920413
69,0.20781657
70,6.669808e-05
71,5.8047084e-05
72,9.4053285e-05
73,0.13603877
74,9.247843e-05
75,0.45086527
76,0.09187551
77,0.00010798292
78,0.04302984
79,0.25954503
80,7.331382e-05
81,9.117548e-05
82,0.22023614
83,0.08065144
84,7.3626994e-05
85,0.00021231266
86,9.996396e-05
87,6.9660535e-05
88,0.35380247
89,0.04983232
90,0.103125006
91,0.28288665
92,0.047375146
93,0.22145946
94,0.06369132
95,0.037178624
96,0.000109241475
97,0.0001277392
98,0.00011172806
99,0.1432718
100,0.42629927
101,0.27201855
102,0.11031304
103,0.00011716309
104,0.00018351787
105,0.024821008
106,0.026429795
107,0.2114385
108,0.12215181
109,0.16802709
110,0.020167917
111,6.160447e-05
112,0.37150812
113,8.131622e-05
114,0.07366109
115,0.1922269
116,7.406748e-05
117,0.119557045
118,0.23552817
119,0.22066109
120,0.25751743
121,0.09395076
122,0.00010455684
123,8.523865e-05
124,7.596218e-05
125,0.17406946
126,8.727242e-05
127,0.033183172
128,7.395582e-05
129,0.05877619
130,6.7273555e-05
131,5.0637133e-05
132,0.15676881
133,0.09370904
134,0.05770162
135,0.07105046
136,4.459126e-05
137,0.25309354
138,6.909949e-05
139,5.3888638e-05
140,0.47366944
141,0.0001559486
142,9.9384175e-05
143,0.075058006
144,0.38527536
145,0.014823812
146,0.06765023
147,0.00013831686
148,5.2308056e-05
149,0.058892157
150,6.782495e-05
151,6.915223e-05
152,0.14332336
153,0.11818001
154,7.992527e-05
155,0.060955442
156,0.021878077
157,0.13708924
158,0.06956288
159,0.059790112
160,0.09312048
161,0.012796404
162,0.06775115
163,0.04831288
164,0.29373956
165,5.8301383e-05
166,0.2615337
167,0.34238473
168,6.613812e-05
169,0.1481312
170,0.17076544
171,0.19846737
172,5.270834e-05
173,3.5389105e-05
174,8.768977e-05
175,5.280287e-05
176,0.00013481423
177,8.0498794e-05
178,0.0001000787
179,0.14451735
180,0.000116264404
181,0.23460005
182,4.623798e-05
183,0.00012477061
184,0.18919939
185,0.05275447
186,0.5939723
187,7.942352e-05
188,9.725414e-05
189,8.568639e-05
190,6.142022e-05
191,0.00012947517
192,0.00013476949
193,0.028520884
194,6.683101e-05
195,0.18989314
196,0.03028158
197,0.06328732
198,0.11372458
199,0.04263835
200,0.050613966
201,0.051418997
202,0.00012459015
203,0.00012273695
204,0.060937654
205,0.00010102333
206,0.4631588
207,0.051626585
208,0.03994565
209,5.7124642e-05
210,4.6288056e-05
211,0.00019658112
212,0.16285738
213,0.06641503
214,4.546702e-05
215,0.027988432
216,0.06873486
217,0.00022876915
218,0.13929965
219,0.24576283
220,0.28700662
221,0.047209267
222,9.933529e-05
223,0.5011782
224,9.8570126e-05
225,0.00012887445
226,0.04224016
227,0.00019140648
228,7.142324e-05
229,0.000104627645
230,0.27202508
231,4.9687475e-05
232,0.21825181
233,7.739945e-05
234,9.158085e-05
235,0.17256026
236,9.0409616e-05
237,0.050337058
238,0.00011033823
239,9.29229e-05
240,0.00018946127
241,0.08879909
242,5.3515516e-05
243,0.00015703235
244,6.975513e-05
245,0.040585738
246,0.0800987
247,0.0001040744
248,0.12366246
249,0.11104569
250,0.3260694
251,0.023024883
252,0.20841584
253,0.0001565526
254,0.0001337799
255,0.45886528
256,0.026412014
257,0.08315771
258,0.000117844225
259,0.15821178
260,0.23297977
261,6.581341e-05
262,0.24854858
263,0.026517099
264,4.9782615e-05
265,0.12227653
266,7.958454e-05
267,0.02591121
268,9.655748e-05
269,8.639693e-05
270,0.07159519
271,8.041608e-05
272,0.394179
273,0.1407684
274,0.17885055
275,0.00013358066
276,9.677097e-05
277,6.7796886e-05
278,0.06507344
279,0.00024577594
280,3.9960058e-05
281,0.24913995
282,0.00011012453
283,8.529403e-05
284,0.00011343626
285,5.3055952e-05
286,0.13248661
287,5.646185e-05
288,9.26192e-05
289,0.41157654
290,3.468284e-05
291,0.12911177
292,0.66416883
293,0.36991
294,0.00022331052
295,9.016227e-05
296,0.20428617
297,0.43575007
298,0.00010326999
299,0.15570477
300,0.00010728867
301,0.24355978
302,0.032368302
303,0.0001281677
304,5.5316534e-05
305,0.0001134553
306,0.15704378
307,3.9755185e-05
308,0.12023141
309,9.374724e-05
310,9.8717435e-05
311,0.00012773104
312,4.951308e-05
313,0.30788636
314,0.13657214
315,8.4328705e-05
316,0.00010162189
317,0.10938386
318,0.00020598856
319,9.949028e-05
320,0.12111431
321,0.58719844
322,0.20909093
323,0.04897329
324,0.17746381
325,0.03351381
326,0.00014240156
327,0.28603515
328,0.0664374
329,5.9673916e-05
330,4.151075e-05
331,8.415703e-05
332,0.030726226
333,0.000111298046
334,0.00014807167
335,0.0071240794
336,0.3315155
337,0.030962072
338,7.818533e-05
339,8.041363e-05
340,0.0001545024
341,0.00010191836
342,0.00010132173
343,0.09115287
344,5.1024e-05
345,0.3449822
346,0.2086609
347,0.03625492
348,8.896742e-05
349,0.045852005
350,0.080834456
351,0.19693735
352,7.129843e-05
353,0.076425895
354,0.00022610214
355,8.866481e-05
356,0.15752055
357,6.469047e-05
358,0.4474379
359,0.00012112433
360,0.03947167
361,0.053154778
362,0.022608591
363,0.000125064
364,0.09533947
365,9.320937e-05
366,0.17194335
367,0.18361601
368,9.549247e-05
369,0.19371405
370,0.000116494666
371,7.167795e-05
372,0.03987957
373,0.12066401
374,0.22928515
375,2.4963876e-05
376,0.07623932
377,0.24693133
378,8.790913e-05
379,8.365623e-05
380,8.0698235e-05
381,0.08478962
382,4.9861534e-05
383,4.9549588e-05
384,0.049946565
385,0.00012377545
386,0.16316997
387,0.00011361238
388,0.000107918575
389,0.00014092984
390,9.38484e-05
391,8.337756e-05
392,7.5006275e-05
393,0.00013997094
394,0.091354415
395,0.0785262
396,9.1754366e-05
397,0.00027034714
398,5.8973117e-05
399,6.388632e-05
400,0.273286
401,0.121343695
402,8.5465e-05
403,0.27162793
404,0.04769109
405,0.11264387
406,7.871731e-05
407,8.290323e-05
408,0.000106632135
409,0.03667003
410,0.07220782
411,0.06013343
412,0.22445183
413,7.0094e-05
414,0.28650305
415,5.0019167e-05
416,0.32813132
417,0.2990546
418,0.16516547
419,9.084068e-05
420,0.025988515
421,0.00013141481
422,0.10412527
423,0.09617104
424,0.00011896719
425,0.16247937
426,0.00011230647
427,0.30244526
428,9.577134e-05
429,6.3948675e-05
430,0.055688154
431,0.15072738
432,0.04893497
433,0.077728726
434,0.047502384
435,0.00010788359
436,0.00016622017
437,0.04759333
438,0.071096845
439,8.009847e-05
440,0.031398058
441,6.822122e-05
442,4.723951e-05
443,6.8357585e-05
444,0.25103655
445,0.15318346
446,0.093074426
447,0.00011838721
448,5.042535e-05
449,0.14097163
450,0.5628986
451,6.0987797e-05
452,5.3351996e-05
453,8.636275e-05
454,0.15590668
455,0.054370664
456,0.027290996
457,0.25024825
458,0.00012031302
459,0.00016987289
460,3.9014623e-05
461,0.26604456
462,0.41836742
463,0.36235425
464,0.020968527
465,0.038772896
466,0.14839445
467,7.978097e-05
468,0.09397587
469,0.16470216
470,0.09522468
471,0.00018061827
472,0.033970315
473,0.068342194
474,5.872848e-05
475,8.052098e-05
476,0.080411665
477,0.00015036928
478,0.114449695
479,9.967935e-05
480,0.15951209
481,7.559523e-05
482,7.5072254e-05
483,8.307503e-05
484,0.14831963
485,4.151039e-05
486,8.039285e-05
487,0.08926743
488,6.629661e-05
489,4.931272e-05
490,0.28324193
491,0.22211082
492,9.843862e-05
493,0.45879382
494,0.109690405
495,0.0001277387
496,0.092745945
497,0.46710262
498,0.30844507
499,0.12659933
500,8.8256624e-05
501,0.12869115
502,7.168697e-05
503,0.0001148396
504,0.09534223
505,0.22061667
506,0.20122306
507,5.1186482e-05
508,9.31916e-05
509,6.0834795e-05
510,0.050851043
511,0.07153884
512,0.13725926
513,0.22742236
514,0.28708032
515,0.000120313714
516,3.7909165e-05
517,4.1282372e-05
518,0.1571064
519,0.25406465
520,7.3498275e-05
521,0.00010329834
522,0.32820755
523,0.000108961
524,0.12749475
525,0.02710528
526,0.052685108
527,8.007884e-05
528,0.15426093
529,7.334354e-05
530,8.390702e-05
531,0.041162476
532,0.27894798
533,0.00020289098
534,7.852396e-05
535,0.17407683
536,0.06140921
537,0.052988604
538,0.104799405
539,0.05374153
540,0.4518686
541,8.242466e-05
542,7.453611e-05
543,8.089702e-05
544,0.23569146
545,0.07131106
546,0.1882092
547,0.00015828929
548,4.569278e-05
549,0.03305825
550,0.23317343
551,0.19045457
552,0.2807249
553,0.00014023588
554,0.00010806068
555,0.12174703
556,0.00011731412
557,0.13385855
558,7.741199e-05
559,0.043660548
560,0.38204876
561,0.00013231549
562,0.0001005433
563,0.05717775
564,0.08144135
565,0.000108517204
566,0.19456072
567,0.00012691795
568,0.022871168
569,0.26710224
570,0.12604026
571,0.09137504
572,0.08264334
573,4.4452638e-05
574,7.2523006e-05
575,0.07443739
576,6.6041124e-05
577,4.9908675e-05
578,0.0899334
579,0.055465292
580,0.04703139
581,0.050373007
582,0.10037269
