ROW_ID,conversion
0,0.009926625
1,2.3039092e-05
2,0.025597818
3,1.9464867e-05
4,0.112930946
5,0.0062575378
6,2.5325933e-05
7,0.014602532
8,0.12405491
9,2.4828782e-05
10,2.8278106e-05
11,0.20692164
12,0.09613395
13,0.021058068
14,0.09799588
15,2.3718852e-05
16,0.25932413
17,1.9855492e-05
18,2.1240134e-05
19,2.5197458e-05
20,0.05667827
21,0.1241311
22,0.059980925
23,1.9132001e-05
24,2.0552936e-05
25,1.8725246e-05
26,0.005150785
27,2.4955996e-05
28,0.043564513
29,0.27903038
30,2.4003219e-05
31,0.12295872
32,2.4938558e-05
33,0.022930572
34,0.007847861
35,0.31651318
36,0.02920726
37,0.027283596
38,3.2177173e-05
39,0.17283618
40,0.04286508
41,2.2097813e-05
42,1.8805078e-05
43,0.0020204931
44,0.04872556
45,0.03134725
46,0.04088767
47,0.00649791
48,0.013219798
49,2.3447177e-05
50,0.05547211
51,0.030316561
52,2.6770225e-05
53,1.6856522e-05
54,0.29409188
55,2.4251902e-05
56,0.09581404
57,2.38634e-05
58,0.36137736
59,2.0790721e-05
60,0.107486755
61,1.6955433e-05
62,0.02572476
63,0.112271756
64,2.3872391e-05
65,1.7904187e-05
66,2.4969588e-05
67,0.017907968
68,0.35187995
69,0.16501208
70,1.921025e-05
71,2.0226833e-05
72,2.4549168e-05
73,0.1324493
74,2.5658743e-05
75,0.4681607
76,0.034904666
77,2.8309756e-05
78,0.014344255
79,0.06521624
80,1.998366e-05
81,1.6485232e-05
82,0.112480156
83,0.028511351
84,2.3207918e-05
85,2.2229025e-05
86,2.7045615e-05
87,2.0554935e-05
88,0.10703841
89,0.008014113
90,0.011414858
91,0.17915799
92,0.014710101
93,0.09667781
94,0.028926682
95,0.014404922
96,1.9382771e-05
97,2.7516238e-05
98,2.2478313e-05
99,0.014832611
100,0.14775796
101,0.17615882
102,0.10007751
103,2.3163431e-05
104,2.5527166e-05
105,0.0057391287
106,0.0118307285
107,0.2689859
108,0.071305394
109,0.07353867
110,0.0035007112
111,1.6728312e-05
112,0.18383929
113,2.443225e-05
114,0.0557232
115,0.096079804
116,2.436791e-05
117,0.055124428
118,0.16676378
119,0.13990067
120,0.18920095
121,0.06249459
122,1.9431687e-05
123,3.1318472e-05
124,1.8065442e-05
125,0.041626062
126,2.1555874e-05
127,0.011667018
128,1.9502568e-05
129,0.009313629
130,1.7565664e-05
131,1.6016718e-05
132,0.04945693
133,0.036071904
134,0.009085857
135,0.030168703
136,1.4394703e-05
137,0.1230405
138,2.9781831e-05
139,2.3447825e-05
140,0.51866233
141,2.5517968e-05
142,2.343754e-05
143,0.015296317
144,0.2468666
145,0.007223788
146,0.013400683
147,2.4559939e-05
148,1.9728765e-05
149,0.026791746
150,2.0085474e-05
151,2.89196e-05
152,0.07939072
153,0.06438817
154,2.2980414e-05
155,0.0365225
156,0.009311024
157,0.19028755
158,0.028615255
159,0.020541364
160,0.0437017
161,0.003382145
162,0.04970479
163,0.049596563
164,0.24218678
165,2.2584201e-05
166,0.14979453
167,0.39978918
168,1.5758784e-05
169,0.06261521
170,0.123392254
171,0.119686455
172,2.0536498e-05
173,1.626849e-05
174,2.4140658e-05
175,1.8089078e-05
176,2.330944e-05
177,2.4086297e-05
178,2.2196362e-05
179,0.08345463
180,3.261867e-05
181,0.20334056
182,1.986104e-05
183,2.1941016e-05
184,0.0702445
185,0.008848559
186,0.29556528
187,2.5139085e-05
188,2.035734e-05
189,2.0783089e-05
190,1.5582813e-05
191,3.261248e-05
192,2.035769e-05
193,0.003582038
194,2.3542087e-05
195,0.07318998
196,0.008231912
197,0.011787915
198,0.035307102
199,0.0142068695
200,0.01522138
201,0.008775466
202,2.3668239e-05
203,2.4872386e-05
204,0.010669822
205,2.5209547e-05
206,0.4565704
207,0.028825019
208,0.006182343
209,2.2658065e-05
210,2.9016732e-05
211,2.8569197e-05
212,0.05433907
213,0.037186027
214,1.7994962e-05
215,0.011743521
216,0.030045092
217,3.924673e-05
218,0.07360858
219,0.09607426
220,0.0816078
221,0.13490118
222,2.2205508e-05
223,0.27956507
224,2.5825972e-05
225,2.734967e-05
226,0.022002509
227,3.2734435e-05
228,2.2273396e-05
229,2.2867043e-05
230,0.19520786
231,1.995199e-05
232,0.075313605
233,3.132797e-05
234,2.1704062e-05
235,0.029880913
236,2.5709887e-05
237,0.018771542
238,2.3246617e-05
239,1.8179056e-05
240,2.1993052e-05
241,0.03981661
242,2.7277414e-05
243,2.9275361e-05
244,3.0617783e-05
245,0.015741076
246,0.02991632
247,2.323427e-05
248,0.0449417
249,0.12513165
250,0.47136763
251,0.010070549
252,0.14044952
253,2.8909479e-05
254,3.1205633e-05
255,0.26727167
256,0.0109412335
